Title,URL,Overview,Category,Sub-Category,Course Type,Skills,Instructors,Rating,Number of viewers,Duration,Level,Softwares
Consume business events in finance and operations apps,https://learn.microsoft.com/en-us/training/modules/business-events-finance-operations/,"Business events provide a mechanism that lets external systems receive notifications from finance and operations apps. In this way, the systems can perform business actions in response to the business events.",Developer,,,,,,,1 hr 43 min,Intermediate,Dynamics 365
Manage events in Dynamics 365 Customer Insights - Journeys,https://learn.microsoft.com/en-us/training/paths/manage-events-dynamics-365-marketing/,,Business User,,,,,,,5 hr 13 min,Intermediate,Dynamics 365
Deploy chat widgets with Omnichannel for Dynamics 365 Customer Service,https://learn.microsoft.com/en-us/training/modules/omnichannel-chat/,A chat widget lets customers connect with service representatives and helps to resolve their queries quickly. This module covers the process of deploying chat widgets with Omnichannel for Dynamics 365 Customer Service.,Business User,,,,,,,58 min,Intermediate,Dynamics 365
Configure and work with analytics and reporting in finance and operations apps,https://learn.microsoft.com/en-us/training/paths/configure-analytics-reporting-finance-operations/,,Functional Consultant,,,,,,,1 hr 59 min,Intermediate,Dynamics 365
Empower your workforce with Microsoft 365 Copilot Use Cases,https://learn.microsoft.com/en-us/training/courses/ms-4004/,,Business User,,,,,,,1 Day,Beginner,Microsoft 365
Configure the Azure Cosmos DB for NoSQL SDK,https://learn.microsoft.com/en-us/training/modules/configure-azure-cosmos-db-sql-api-sdk/,"Learn how to configure the Azure Cosmos DB for NoSQL SDK in various ways including how to integrate with the emulator, implement parallelism, and create a custom logger.",Developer,,,,,,,44 min,Intermediate,Azure
Business intelligence and analytics design for Dynamics 365 solutions,https://learn.microsoft.com/en-us/training/modules/bi-analytics-design-dynamics-365/,"The Business intelligence and analytics design workshop allows you to spend time reviewing the overall business intelligence and analytics planning, fit-gap analysis, design blueprint to provide guidance on maximizing the use of standard features, alignment to product roadmap, and general design guidance. This workshop isn't intended as a fit-gap review.",Solution Architect,,,,,,,37 min,Advanced,Dynamics 365
Microsoft Dynamics 365 Fundamentals (ERP),https://learn.microsoft.com/en-us/training/courses/mb-920t00/,,Business Owner,,,,,,,1 Day,Beginner,Dynamics 365
Choose the best networking plugin for AKS,https://learn.microsoft.com/en-us/training/modules/choose-network-plugin-aks/,"Understand the key differences and considerations when selecting between Azure CNI and kubenet, two networking plugin options for an Azure Kubernetes Service cluster.",Network Engineer,,,,,,,20 min,Beginner,Azure
Explore terminology in the anti-racism journey,https://learn.microsoft.com/en-us/training/modules/explore-terminology-anti-racism-journey/,This module begins the anti-racism journey by building a strong foundation of knowledge of terminology. This is the second module in a learning path and is intended to be taken in order in that path.,K-12 Educator,,,,,,,1 hr 28 min,Beginner,OneNote
Implement scale and high availability with Windows Server VM,https://learn.microsoft.com/en-us/training/modules/implement-scale-high-availability-windows-server-virtual-machine/,Learn how to implement scaling for virtual machine scale sets and load-balanced VMs. Also learn how to implement Azure Site Recovery.,Administrator,,,,,,,58 min,Intermediate,Azure
Use advanced data options and connectors in Power Apps,https://learn.microsoft.com/en-us/training/paths/advanced-data-options-and-connectors/,,Functional Consultant,,,,,,,2 hr 36 min,Advanced,Microsoft Power Platform
Optimize data warehouse query performance in Azure Synapse Analytics,https://learn.microsoft.com/en-us/training/modules/optimize-data-warehouse-query-performance-azure-synapse-analytics/,Learn the techniques that you can use to optimize query performance within Azure Synapse Analytics.,Data Engineer,,,,,,,1 hr 37 min,Intermediate,Azure
Create a solution blueprint for Dynamics 365 solutions,https://learn.microsoft.com/en-us/training/modules/solution-blueprint/,"The Solution blueprint workshop is part of Success by Design. This module focuses on creating the blueprint, and conducting the workshop to create it.",Solution Architect,,,,,,,1 hr 4 min,Advanced,Dynamics 365
Customize a SUSE Linux Enterprise Server virtual machine on Azure,https://learn.microsoft.com/en-us/training/modules/customize-suse-linux-enterprise-server-azure/,Prepare a SUSE Linux Enterprise Server virtual machine for hosting web applications by installing software packages with YaST and zypper.,Administrator,,,,,,,37 min,Beginner,Azure
Organize a Fabric lakehouse using medallion architecture design,https://learn.microsoft.com/en-us/training/modules/describe-medallion-architecture/,"Explore the potential of the medallion architecture design in Microsoft Fabric. Organize and transform your data across Bronze, Silver, and Gold layers of a lakehouse for optimized analytics.",Data Analyst,,,,,,,1 hr 7 min,Intermediate,Microsoft Fabric
Describe cost management in Azure,https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/,"This module explores methods to estimate, track, and manage costs in Azure.",Administrator,,,,,,,43 min,Beginner,Azure
AZ-500: Manage identity and access,https://learn.microsoft.com/en-us/training/paths/manage-identity-access-new/,,Security Engineer,,,,,,,7 hr 11 min,Intermediate,Azure
"Explore licensing, pricing, and support for SAP on Azure virtual machines",https://learn.microsoft.com/en-us/training/modules/explore-licensing-pricing-support/,"This module explores Azure and SAP licensing requirements and licensing costs, and walks through the support request process for Azure virtual machines.",Administrator,,,,,,,12 min,Advanced,Azure
Introduction to Red Hat on Azure,https://learn.microsoft.com/en-us/training/modules/introduction-to-red-hat-azure/,"This module provides an introduction to using Red Hat solutions in Azure cloud environments. It covers key topics such as Red Hat Enterprise Linux (RHEL), Azure Red Hat OpenShift (ARO), and JBoss, guiding you through the process of migrating and modernizing your Linux workloads.",Developer,,,,,,,26 min,Beginner,Azure
Data Engineering on Microsoft Azure,https://learn.microsoft.com/en-us/training/courses/dp-203t00/,,Data Engineer,,,,,,,4 Days,Intermediate,Azure
Set up Microsoft Edge for learning and teaching,https://learn.microsoft.com/en-us/training/modules/set-up-microsoft-edge-learning-teaching/,"Set up Microsoft Edge to support learning and teaching. Customize your browser using features like Favorites, Extensions and more so it supports security and productivity.",K-12 Educator,,,,,,,43 min,Beginner,Office 365
Get started with healthcare data solutions in Microsoft Fabric,https://learn.microsoft.com/en-us/training/paths/healthcare-data-solutions/,,Business User,,,,,,,45 min,Intermediate,Industry Solutions
Configure multi-region write in Azure Cosmos DB for NoSQL,https://learn.microsoft.com/en-us/training/modules/configure-multi-region-write-azure-cosmos-db-sql-api/,Write data to multiple regions using Azure Cosmos DB for NoSQL.,Developer,,,,,,,41 min,Intermediate,Azure
Use visuals in Power BI,https://learn.microsoft.com/en-us/training/modules/visuals-in-power-bi/,Create and customize visuals to present data in compelling and insightful ways.,Business Analyst,,,,,,,1 hr 16 min,Intermediate,Microsoft Power Platform
Employ remote management,https://learn.microsoft.com/en-us/training/modules/employ-remote-management/,This module demonstrates the various tools for connecting remotely to a Windows client.,Administrator,,,,,,,23 min,Beginner,Windows
Integrate SQL and Apache Spark pools in Azure Synapse Analytics,https://learn.microsoft.com/en-us/training/modules/integrate-sql-apache-spark-pools-azure-synapse-analytics/,Learn how to integrate SQL and Apache Spark pools in Azure Synapse Analytics.,Data Engineer,,,,,,,33 min,Intermediate,Azure
Work with entities and variables in Microsoft Copilot Studio,https://learn.microsoft.com/en-us/training/modules/power-virtual-agents-entities/,"Microsoft Copilot Studio allows organizations to quickly create agents based on business scenarios their customers and employees can easily interact with as needed. Items like topics can be easily created by subject matter experts with no coding required, to create intelligent conversation paths to help guide individuals down as they interact with the agents. The agent authoring functionality provided by Microsoft Copilot Studio provides a great starting point for organizations to build intelligent agents.",Functional Consultant,,,,,,,34 min,Intermediate,Microsoft Copilot
